Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Source IP,Source Port,Destination IP,Protocol,Timestamp,captured_at,Label,source_file,canonical_class,row_id
8080.0,92460.0,4.0,3.0,210.0,134.0,198.0,0.0,52.5,97.04122835,128.0,0.0,44.66666667,72.23111056,3720.527796,75.70841445,15410.0,36864.36047,90657.0,17.0,92460.0,30820.0,52777.50152,91761.0,17.0,91234.0,45617.0,63696.17885,90657.0,577.0,0.0,0.0,0.0,0.0,92.0,72.0,43.26195111,32.44646334,0.0,198.0,43.0,76.44232186,5843.428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.14285714,52.5,44.66666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,210.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.8-205.174.165.73-2877-8080-6,192.168.10.8,2877.0,205.174.165.73,6.0,7/7/2017 10:38,2017-07-07T10:38:00,Bot,Friday-WorkingHours-Morning.clean.csv,botnet,train-05be98ea7310
1998.0,27.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,222222.2222,74074.07407,27.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,37037.03704,37037.03704,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-47110-1998-6,172.16.0.1,47110.0,192.168.10.50,6.0,7/7/2017 2:56,2017-07-07T14:56:00,PortScan,Friday-WorkingHours-Afternoon-PortScan.clean.csv,port_scan,train-608f27e366ab
80.0,5450220.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.733915328,1816740.0,3145918.705,5449334.0,96.0,5450220.0,2725110.0,3852634.528,5449334.0,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.550436496,0.183478832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-58590-80-6,172.16.0.1,58590.0,192.168.10.50,6.0,6/7/2017 10:26,2017-07-06T10:26:00,Web Attack – XSS,Thursday-WorkingHours-Morning-WebAttacks.clean.csv,web_attack,train-c75deba908b4
80.0,84948064.0,5.0,7.0,375.0,11595.0,363.0,0.0,75.0,161.0248428,5792.0,0.0,1656.428571,2120.732252,140.9096269,0.141262784,7722551.273,25600000.0,84900000.0,2.0,84900000.0,21200000.0,42400000.0,84900000.0,1016.0,84900000.0,14200000.0,34600000.0,84900000.0,45.0,0.0,0.0,0.0,0.0,144.0,232.0,0.058859493,0.082403291,0.0,5792.0,921.2307692,1714.898887,2940878.192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,998.0,75.0,1656.428571,0.0,0.0,0.0,0.0,0.0,0.0,5.0,375.0,7.0,11595.0,0.0,235.0,2.0,20.0,10007.0,0.0,10007.0,10007.0,84900000.0,0.0,84900000.0,84900000.0,172.16.0.1-192.168.10.50-43774-80-6,172.16.0.1,43774.0,192.168.10.50,6.0,5/7/2017 10:52,2017-07-05T10:52:00,DoS Hulk,Wednesday-workingHours.clean.csv,dos,train-f62a2a08694c
123.0,171.0,2.0,2.0,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,1122807.018,23391.81287,57.0,58.02585631,119.0,4.0,48.0,48.0,0.0,48.0,48.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,40.0,40.0,11695.90643,11695.90643,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,96.0,-1.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.3-192.168.10.12-123-123-17,192.168.10.12,123.0,192.168.10.3,17.0,7/7/2017 10:30,2017-07-07T10:30:00,BENIGN,Friday-WorkingHours-Morning.clean.csv,benign,train-961d0a4e78e9
5102.0,56.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,107142.8571,35714.28571,56.0,0.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,20.0,17857.14286,17857.14286,0.0,6.0,2.0,3.464101615,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,29200.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-51404-5102-6,172.16.0.1,51404.0,192.168.10.50,6.0,7/7/2017 2:54,2017-07-07T14:54:00,PortScan,Friday-WorkingHours-Afternoon-PortScan.clean.csv,port_scan,train-9404b124cb82
80.0,5597577.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714594904,1865859.0,3231171.1,5596894.0,122.0,5597577.0,2798788.5,3957118.747,5596894.0,683.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.535946178,0.178648726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-44904-80-6,172.16.0.1,44904.0,192.168.10.50,6.0,6/7/2017 9:21,2017-07-06T09:21:00,Web Attack – Brute Force,Thursday-WorkingHours-Morning-WebAttacks.clean.csv,web_attack,train-a56544bca87e
80.0,67797568.0,6.0,7.0,383.0,11595.0,365.0,0.0,63.83333333,147.5702093,5792.0,0.0,1656.428571,2120.732252,176.673004,0.191747291,5649797.333,19500000.0,67600000.0,4.0,67700000.0,13500000.0,30200000.0,67600000.0,4.0,67800000.0,11300000.0,27600000.0,67700000.0,46.0,0.0,0.0,0.0,0.0,164.0,232.0,0.08849875,0.103248541,0.0,5792.0,856.0,1665.634229,2774337.385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,921.8461538,63.83333333,1656.428571,0.0,0.0,0.0,0.0,0.0,0.0,6.0,383.0,7.0,11595.0,0.0,235.0,3.0,20.0,11023.0,0.0,11023.0,11023.0,67600000.0,0.0,67600000.0,67600000.0,172.16.0.1-192.168.10.50-34592-80-6,172.16.0.1,34592.0,192.168.10.50,6.0,5/7/2017 10:48,2017-07-05T10:48:00,DoS Hulk,Wednesday-workingHours.clean.csv,dos,train-80807e45a969
80.0,5148167.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.776975572,1716055.667,2971530.05,5147283.0,160.0,5148167.0,2574083.5,3639053.632,5147283.0,884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.582731679,0.194243893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-57550-80-6,172.16.0.1,57550.0,192.168.10.50,6.0,6/7/2017 10:24,2017-07-06T10:24:00,Web Attack – XSS,Thursday-WorkingHours-Morning-WebAttacks.clean.csv,web_attack,train-6c53716c84ad
80.0,1062142.0,3.0,5.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,10135.0,0.0,2321.4,4413.201989,10952.3962,7.531949589,151734.5714,400914.0661,1060922.0,5.0,899.0,449.5,566.3925317,850.0,49.0,1062095.0,265523.75,530265.6668,1060922.0,5.0,0.0,0.0,0.0,0.0,72.0,112.0,2.824481096,4.707468493,0.0,10135.0,1292.555556,3350.634907,11200000.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1454.125,8.666666667,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,5.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-41962-80-6,172.16.0.1,41962.0,192.168.10.50,6.0,7/7/2017 4:15,2017-07-07T16:15:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,train-c295ba548379
80.0,85549549.0,10.0,8.0,936.0,11595.0,312.0,0.0,93.6,150.7103182,4344.0,0.0,1449.375,1546.511368,146.4765174,0.210404382,5032326.412,20600000.0,85100000.0,1.0,85500000.0,9505400.111,28300000.0,85100000.0,1.0,446908.0,63844.0,168544.5413,446067.0,2.0,0.0,0.0,0.0,0.0,328.0,264.0,0.116891323,0.093513059,0.0,4344.0,659.5263158,1191.984637,1420827.374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,696.1666667,93.6,1449.375,0.0,0.0,0.0,0.0,0.0,0.0,10.0,936.0,8.0,11595.0,251.0,235.0,3.0,32.0,1004.0,0.0,1004.0,1004.0,85100000.0,0.0,85100000.0,85100000.0,172.16.0.1-192.168.10.50-46612-80-6,172.16.0.1,46612.0,192.168.10.50,6.0,5/7/2017 10:46,2017-07-05T10:46:00,DoS Hulk,Wednesday-workingHours.clean.csv,dos,train-d9f55b71ad1b
53.0,49889.0,1.0,1.0,57.0,96.0,57.0,57.0,57.0,0.0,96.0,96.0,96.0,0.0,3066.808314,40.08899757,49889.0,0.0,49889.0,49889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,20.04449879,20.04449879,57.0,96.0,70.0,22.5166605,507.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,105.0,57.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,57.0,1.0,96.0,-1.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.1-192.168.10.3-53-60892-17,192.168.10.3,60892.0,192.168.10.1,17.0,5/7/2017 1:18,2017-07-05T13:18:00,BENIGN,Wednesday-workingHours.clean.csv,benign,train-d9e0c6f5c956
80.0,1634401.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5755.0,0.0,1934.5,2529.124572,7117.592317,5.50660456,204300.125,577513.4918,1633573.0,4.0,712.0,356.0,466.6904756,686.0,26.0,1634353.0,326870.6,730468.9096,1633573.0,4.0,0.0,0.0,0.0,0.0,72.0,132.0,1.835534853,3.671069707,0.0,5755.0,1163.3,2131.87096,4544873.789,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1292.555556,8.666666667,1934.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-54284-80-6,172.16.0.1,54284.0,192.168.10.50,6.0,7/7/2017 4:08,2017-07-07T16:08:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,train-a742dc67baf3
8080.0,1029532.0,3.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,17.48367219,5.827890731,205906.4,281328.5043,528158.0,392.0,1028981.0,514490.5,20478.51949,528971.0,500010.0,1028719.0,514359.5,20068.39756,528550.0,500169.0,0.0,0.0,0.0,0.0,92.0,60.0,2.913945365,2.913945365,0.0,6.0,2.571428571,3.207134903,10.28571429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,18.0,8192.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.15-205.174.165.73-53907-8080-6,192.168.10.15,53907.0,205.174.165.73,6.0,7/7/2017 12:47,2017-07-07T12:47:00,Bot,Friday-WorkingHours-Morning.clean.csv,botnet,train-abc0fbc143b1
53.0,60694.0,1.0,1.0,44.0,220.0,44.0,44.0,44.0,0.0,220.0,220.0,220.0,0.0,4349.688602,32.95218638,60694.0,0.0,60694.0,60694.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,20.0,16.47609319,16.47609319,44.0,220.0,102.6666667,101.6136474,10325.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,154.0,44.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0,1.0,220.0,-1.0,-1.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.1-192.168.10.3-53-61191-17,192.168.10.3,61191.0,192.168.10.1,17.0,7/7/2017 4:27,2017-07-07T16:27:00,BENIGN,Friday-WorkingHours-Afternoon-DDos.clean.csv,benign,train-d4826a7275de
80.0,5866074.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.681887068,1955358.0,3385983.543,5865155.0,118.0,5866074.0,2933037.0,4146641.042,5865155.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.511415301,0.170471767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-50978-80-6,172.16.0.1,50978.0,192.168.10.50,6.0,6/7/2017 9:28,2017-07-06T09:28:00,Web Attack – Brute Force,Thursday-WorkingHours-Morning-WebAttacks.clean.csv,web_attack,train-fa1f68104e9b
80.0,5946627.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.672650227,1982209.0,3432517.687,5945739.0,93.0,5946627.0,2973313.5,4203644.455,5945739.0,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,40.0,0.50448767,0.168162557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,29200.0,28960.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-38510-80-6,172.16.0.1,38510.0,192.168.10.50,6.0,6/7/2017 9:45,2017-07-06T09:45:00,Web Attack – Brute Force,Thursday-WorkingHours-Morning-WebAttacks.clean.csv,web_attack,train-d78acab4387a
