Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Flow ID,Source IP,Source Port,Destination IP,Protocol,Timestamp,captured_at,Label,source_file,canonical_class,row_id
80.0,11389469.0,9.0,7.0,433.0,11632.0,433.0,0.0,48.11111111,144.3333333,5792.0,0.0,1661.714286,2124.411582,1059.311896,1.404806493,759297.9333,2019448.413,6380981.0,4.0,6386922.0,798365.25,2256007.363,6381698.0,4.0,11400000.0,1898240.0,2971405.828,6380981.0,15.0,0.0,0.0,0.0,0.0,296.0,232.0,0.790203652,0.614602841,0.0,5792.0,709.7058824,1541.766348,2377043.471,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,754.0625,48.11111111,1661.714286,0.0,0.0,0.0,0.0,0.0,0.0,9.0,433.0,7.0,11632.0,29200.0,235.0,1.0,32.0,3314.0,0.0,3314.0,3314.0,6380981.0,0.0,6380981.0,6380981.0,172.16.0.1-192.168.10.50-43588-80-6,172.16.0.1,43588.0,192.168.10.50,6.0,5/7/2017 11:18,2017-07-05T11:18:00,DoS GoldenEye,Wednesday-workingHours.clean.csv,dos,replay-ddcd876ded7c
80.0,2037542.0,4.0,0.0,24.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,11.7788983,1.963149717,679180.6667,1171182.24,2031541.0,3.0,2037542.0,679180.6667,1171182.24,2031541.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.963149717,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,256.0,-1.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-64087-80-6,172.16.0.1,64087.0,192.168.10.50,6.0,7/7/2017 4:15,2017-07-07T16:15:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,replay-37bb78c551ec
80.0,498527.0,3.0,6.0,26.0,11601.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,1933.5,2201.078258,23322.7087,18.05318468,62315.875,171081.1802,485589.0,6.0,12301.0,6150.5,8674.078885,12284.0,17.0,498521.0,99704.2,215780.7391,485589.0,155.0,0.0,0.0,0.0,0.0,72.0,132.0,6.017728227,12.03545645,0.0,5840.0,1162.7,1918.795458,3681776.011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1291.888889,8.666666667,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11601.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-17603-80-6,172.16.0.1,17603.0,192.168.10.50,6.0,7/7/2017 3:59,2017-07-07T15:59:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,replay-400ffc53749b
80.0,338342.0,3.0,6.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,1934.5,2538.919278,34382.3705,26.60030383,42292.75,119297.2028,337538.0,3.0,690.0,345.0,280.0142853,543.0,147.0,338290.0,67658.0,150867.7814,337538.0,3.0,0.0,0.0,0.0,0.0,72.0,132.0,8.866767945,17.73353589,0.0,5840.0,1163.3,2138.329153,4572451.567,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1292.555556,8.666666667,1934.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,6.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-51634-80-6,172.16.0.1,51634.0,192.168.10.50,6.0,7/7/2017 4:06,2017-07-07T16:06:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,replay-deb0b9b4d4a9
123.0,68085169.0,2.0,2.0,96.0,96.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,2.819997406,0.058749946,22700000.0,39200000.0,67900000.0,85154.0,68000000.0,68000000.0,0.0,68000000.0,68000000.0,68000000.0,68000000.0,0.0,68000000.0,68000000.0,0.0,0.0,0.0,0.0,64.0,64.0,0.029374973,0.029374973,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,96.0,2.0,96.0,-1.0,-1.0,1.0,32.0,86037.0,0.0,86037.0,86037.0,67900000.0,0.0,67900000.0,67900000.0,192.168.10.50-208.76.1.123-123-123-17,192.168.10.50,123.0,208.76.1.123,17.0,6/7/2017 9:22,2017-07-06T09:22:00,BENIGN,Thursday-WorkingHours-Morning-WebAttacks.clean.csv,benign,replay-d8b6fbcef07e
80.0,38165193.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05240377,38200000.0,0.0,38200000.0,38200000.0,38200000.0,38200000.0,0.0,38200000.0,38200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.05240377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,284.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,38200000.0,0.0,38200000.0,38200000.0,172.16.0.1-192.168.10.50-36808-80-6,172.16.0.1,36808.0,192.168.10.50,6.0,5/7/2017 11:13,2017-07-05T11:13:00,DoS GoldenEye,Wednesday-workingHours.clean.csv,dos,replay-8945f3fd63c5
80.0,57557.0,3.0,7.0,26.0,11607.0,20.0,0.0,8.666666667,10.26320288,5840.0,0.0,1658.142857,2127.59774,202112.6883,173.7408135,6395.222222,18817.53713,56573.0,2.0,629.0,314.5,440.5275247,626.0,3.0,57510.0,9585.0,23020.55031,56573.0,2.0,0.0,0.0,0.0,0.0,72.0,152.0,52.12224404,121.6185694,0.0,5840.0,1057.545455,1846.729724,3410410.673,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1163.3,8.666666667,1658.142857,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,7.0,11607.0,8192.0,229.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-52494-80-6,172.16.0.1,52494.0,192.168.10.50,6.0,7/7/2017 4:07,2017-07-07T16:07:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,replay-2317d68379ea
80.0,100780573.0,8.0,5.0,56.0,11607.0,20.0,0.0,7.0,5.656854249,5840.0,0.0,2321.4,3173.373883,115.7266689,0.128993115,8398381.083,28000000.0,97100000.0,3.0,100000000.0,14300000.0,36500000.0,97100000.0,3.0,560784.0,140196.0,279812.2101,559914.0,3.0,0.0,0.0,0.0,0.0,172.0,112.0,0.079380378,0.049612736,0.0,5840.0,833.5,2103.115592,4423095.192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,897.6153846,7.0,2321.4,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,5.0,11607.0,256.0,229.0,6.0,20.0,3086942.0,0.0,3086942.0,3086942.0,97100000.0,0.0,97100000.0,97100000.0,172.16.0.1-192.168.10.50-64003-80-6,172.16.0.1,64003.0,192.168.10.50,6.0,7/7/2017 4:13,2017-07-07T16:13:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,replay-02bc88df4491
52916.0,3.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,333333.3333,333333.3333,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,237.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.15-205.174.165.73-52916-8080-6,205.174.165.73,8080.0,192.168.10.15,6.0,7/7/2017 10:45,2017-07-07T10:45:00,Bot,Friday-WorkingHours-Morning.clean.csv,botnet,replay-a6dedddff9d2
80.0,98407548.0,7.0,7.0,401.0,11595.0,395.0,0.0,57.28571429,148.9347892,4355.0,0.0,1656.428571,1950.362347,121.9012184,0.14226551,7569811.385,27300000.0,98400000.0,1.0,98400000.0,16400000.0,40200000.0,98400000.0,1.0,1649.0,274.8333333,525.1092902,1335.0,2.0,0.0,0.0,0.0,0.0,220.0,232.0,0.071132755,0.071132755,0.0,4355.0,799.7333333,1525.783849,2328016.352,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,856.8571429,57.28571429,1656.428571,0.0,0.0,0.0,0.0,0.0,0.0,7.0,401.0,7.0,11595.0,274.0,235.0,2.0,20.0,2007.0,0.0,2007.0,2007.0,98400000.0,0.0,98400000.0,98400000.0,172.16.0.1-192.168.10.50-60506-80-6,172.16.0.1,60506.0,192.168.10.50,6.0,5/7/2017 10:56,2017-07-05T10:56:00,DoS Hulk,Wednesday-workingHours.clean.csv,dos,replay-475c5fcfb80b
8080.0,69424.0,4.0,3.0,207.0,134.0,195.0,0.0,51.75,95.54187564,128.0,0.0,44.66666667,72.23111056,4911.846047,100.8296843,11570.66667,27408.00734,67514.0,37.0,69424.0,23141.33333,39520.96034,68775.0,37.0,68103.0,34051.5,47323.12133,67514.0,589.0,0.0,0.0,0.0,0.0,92.0,72.0,57.61696243,43.21272183,0.0,195.0,42.625,75.57576615,5711.696429,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,48.71428571,51.75,44.66666667,0.0,0.0,0.0,0.0,0.0,0.0,4.0,207.0,3.0,134.0,8192.0,237.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.168.10.14-205.174.165.73-51731-8080-6,192.168.10.14,51731.0,205.174.165.73,6.0,7/7/2017 10:43,2017-07-07T10:43:00,Bot,Friday-WorkingHours-Morning.clean.csv,botnet,replay-42ec246b87a2
6003.0,50.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,160000.0,40000.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,20000.0,20000.0,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-38709-6003-6,172.16.0.1,38709.0,192.168.10.50,6.0,7/7/2017 2:52,2017-07-07T14:52:00,PortScan,Friday-WorkingHours-Afternoon-PortScan.clean.csv,port_scan,replay-df9346b620b0
80.0,99342705.0,10.0,6.0,740.0,11595.0,370.0,0.0,74.0,156.0056979,4344.0,0.0,1932.5,1754.831473,124.1661378,0.16105863,6622847.0,25500000.0,98900000.0,1.0,99200000.0,11000000.0,33000000.0,98900000.0,1.0,399479.0,79895.8,109977.5126,217038.0,16.0,0.0,0.0,0.0,0.0,328.0,200.0,0.100661644,0.060396986,0.0,4344.0,725.5882353,1349.263089,1820510.882,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,770.9375,74.0,1932.5,0.0,0.0,0.0,0.0,0.0,0.0,10.0,740.0,6.0,11595.0,274.0,235.0,2.0,32.0,1013.0,0.0,1013.0,1013.0,98900000.0,0.0,98900000.0,98900000.0,172.16.0.1-192.168.10.50-53462-80-6,172.16.0.1,53462.0,192.168.10.50,6.0,5/7/2017 10:57,2017-07-05T10:57:00,DoS Hulk,Wednesday-workingHours.clean.csv,dos,replay-3cb80104c630
1138.0,33.0,1.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,6.0,6.0,6.0,0.0,242424.2424,60606.06061,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,20.0,30303.0303,30303.0303,2.0,6.0,3.333333333,2.309401077,5.333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,6.0,1024.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.16.0.1-192.168.10.50-64299-1138-6,172.16.0.1,64299.0,192.168.10.50,6.0,7/7/2017 2:52,2017-07-07T14:52:00,PortScan,Friday-WorkingHours-Afternoon-PortScan.clean.csv,port_scan,replay-1234df4b8a27
80.0,98313997.0,6.0,7.0,358.0,11595.0,358.0,0.0,59.66666667,146.152888,4344.0,0.0,1656.428571,1757.579003,121.5798397,0.132229392,8192833.083,28400000.0,98200000.0,0.0,98300000.0,19700000.0,43900000.0,98200000.0,0.0,70748.0,11791.33333,23245.09505,58232.0,50.0,0.0,0.0,0.0,0.0,200.0,232.0,0.06102895,0.071200442,0.0,4344.0,853.7857143,1458.757542,2127973.566,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,919.4615385,59.66666667,1656.428571,0.0,0.0,0.0,0.0,0.0,0.0,6.0,358.0,7.0,11595.0,251.0,235.0,1.0,32.0,4.0,0.0,4.0,4.0,98200000.0,0.0,98200000.0,98200000.0,172.16.0.1-192.168.10.50-57946-80-6,172.16.0.1,57946.0,192.168.10.50,6.0,5/7/2017 10:45,2017-07-05T10:45:00,DoS Hulk,Wednesday-workingHours.clean.csv,dos,replay-0ae6e07b3094
80.0,81233233.0,8.0,6.0,56.0,11601.0,20.0,0.0,7.0,5.656854249,4380.0,0.0,1933.5,1757.789948,143.5003824,0.172343258,6248710.231,19500000.0,70500000.0,1.0,80600000.0,11500000.0,26300000.0,70500000.0,1.0,666395.0,133279.0,290323.6904,652520.0,17.0,0.0,0.0,0.0,0.0,172.0,132.0,0.098481861,0.073861396,0.0,4380.0,777.5333333,1434.571657,2057995.838,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,833.0714286,7.0,1933.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,56.0,6.0,11601.0,256.0,229.0,6.0,20.0,996.0,0.0,996.0,996.0,40300000.0,42700000.0,70500000.0,10100000.0,172.16.0.1-192.168.10.50-62592-80-6,172.16.0.1,62592.0,192.168.10.50,6.0,7/7/2017 4:03,2017-07-07T16:03:00,DDoS,Friday-WorkingHours-Afternoon-DDos.clean.csv,ddos,replay-b19bcb28c64c
